id,mask_rle
TEST_0160_class_1,-1
TEST_0160_class_2,-1
TEST_0160_class_3,-1
TEST_0160_class_4,-1
TEST_0160_class_5,-1
TEST_0160_class_6,-1
TEST_0160_class_7,-1
TEST_0160_class_8,871 64 1831 64 2800 51 3760 51 4720 51 5680 47 6640 47 7604 38 8564 38 9524 38 10484 38 11444 38 12412 26 13372 26 14337 17 15297 17 16257 17 17221 9 18181 9 73921 4 74881 4 75841 4 76801 4 77761 4 78721 4 79681 4 80641 4 81601 4 82561 4 83521 4 84481 4
TEST_0160_class_9,-1
TEST_0160_class_10,-1
TEST_0160_class_11,1 870 961 870 1921 879 2881 879 3841 879 4801 879 5761 879 6721 883 7681 883 8641 883 9601 883 10561 883 11521 891 12481 891 13441 896 14401 896 15361 896 16321 896 17281 896 18241 896 19201 896 20161 896 21121 887 22081 887 23041 883 24001 883 24961 883 25921 879 26881 879 27841 874 28801 874 29761 874 30721 874 31681 874 32641 870 33601 870 34561 870 35521 870 36481 870 37441 870 38401 870 39361 870 40321 870 41281 870 42241 870 43201 870 44161 874 45121 874 46081 874 47041 874 48001 874 48961 874 49921 874 50881 874 51841 874 52801 874 53761 874 54721 874 55681 874 56641 874 57601 870 58561 870 59521 870 60481 861 61441 861 62401 857 63361 857 64321 857 65281 849 66241 849 67201 844 68161 844 69121 836 70081 836 71041 836 72001 827 72961 827 73925 815 74885 815 75845 815 76805 810 77765 810 78725 802 79685 802 80680 762 81640 762 82600 762 83572 746 84532 746 85510 724 86470 724 87430 724 88402 712 89362 712 90348 686 91308 686 92272 678 93232 678 94192 678 95161 630 95795 35 96121 630 96755 35 97085 446 97591 116 98045 446 98551 116 99005 446 99511 116 99965 425 100480 107 100925 425 101440 107 101890 287 102404 4 102430 64 102850 287 103364 4 103390 64 103814 231 104062 5 104362 48 104774 231 105022 5 105322 48 105734 231 105982 5 106282 48 106698 219 107247 43 107658 219 108207 43 108622 116 108768 17 108811 21 109171 34 109582 116 109728 17 109771 21 110131 34 110542 116 110688 17 110731 21 111091 34 111511 103 112060 25 112471 103 113020 25 113440 90 113984 17 114400 90 114944 17 115360 90 115904 17 116324 81 116872 5 117284 81 117832 5 118248 73 119208 73 120172 65 121132 65 122092 65 123052 35 123104 8 124012 35 124064 8
TEST_0161_class_0,404 128 682 18 1364 128 1642 18 2302 155 2602 26 3262 155 3562 26 4222 155 4522 26 5165 172 5478 30 6125 172 6438 30 7081 180 7398 34 8041 180 8358 34 9001 180 9318 34 9952 193 10278 34 10912 193 11238 34 11624 4 11847 218 12194 60 12584 4 12807 218 13154 60 13544 8 13754 236 14114 68 14504 8 14714 236 15074 68 15464 8 15674 236 16034 68 16420 12 16625 249 16990 77 17380 12 17585 249 17950 77 18340 12 18532 270 18905 82 19300 12 19492 270 19865 82 20260 12 20452 270 20825 82 21215 26 21400 287 21764 107 22175 26 22360 287 22724 107 23135 35 23311 304 23680 115 24095 35 24271 304 24640 115 25055 35 25231 304 25600 115 26015 43 26178 339 26547 137 26975 43 27138 339 27507 137 27935 69 28090 355 28458 154 28895 69 29050 355 29418 154 29851 690 30811 690 31771 690 32727 711 33687 711 34647 728 35607 728 36567 728 37522 742 38482 742 39438 763 40398 763 41332 9 41358 784 42292 9 42318 784 43252 9 43278 784 44204 26 44234 814 45074 13 45164 26 45194 814 46034 13 46120 895 47080 895 48040 895 48987 913 49947 913 50898 943 51858 466543
TEST_0161_class_1,-1
TEST_0161_class_2,700 261 1660 261 2628 253 3588 253 4548 253 5508 253 6468 253 7432 249 8392 249 9352 249 10312 249 11272 249 12254 227 13214 227 14182 219 15142 219 16102 219 17067 214 18027 214 18987 214 19947 214 20907 214 21871 210 22831 210 23795 206 24755 206 25715 206 26684 197 27644 197 28612 189 29572 189 30541 180 31501 180 32461 180 33438 163 34398 163 35375 146 36335 146 37295 146 38264 137 39224 137 40201 120 41161 120 42142 99 43102 99 44062 99 45048 26 45087 34 46008 26 46047 34 47015 26 47975 26 48935 26 49900 21 50860 21
TEST_0161_class_3,-1
TEST_0161_class_4,-1
TEST_0161_class_5,-1
TEST_0161_class_6,-1
TEST_0161_class_7,91 313 1051 313 2015 287 2975 287 3935 287 4900 265 5860 265 6820 261 7780 261 8740 261 9704 248 10664 248 11628 219 12588 219 13552 202 14512 202 15472 202 16432 193 17392 193 18352 180 19312 180 20272 180 21241 159 22201 159 23170 141 24130 141 25090 141 26058 120 27018 120 28004 86 28964 86
TEST_0161_class_8,-1
TEST_0161_class_9,-1
TEST_0161_class_10,-1
TEST_0161_class_11,1 90 532 150 961 90 1492 150 1921 94 2457 145 2881 94 3417 145 3841 94 4377 145 4801 99 5337 141 5761 99 6297 141 6721 99 7261 137 7681 99 8221 137 8641 99 9181 137 9601 103 10145 133 10561 103 11105 133 11521 103 12065 129 12481 103 13025 129 13441 103 13990 124 14401 103 14950 124 15361 103 15910 124 16321 99 16874 116 17281 99 17834 116 18241 99 18802 103 19201 99 19762 103 20161 99 20722 103 21121 94 21687 77 22081 94 22647 77 23041 94 23615 65 24001 94 24575 65 24961 94 25535 65 25921 94 26517 30 26881 94 27477 30 27841 94 28445 13 28801 94 29405 13 29761 90 30721 90 31681 90 32641 86 33601 86 34561 86 35521 86 36481 86 37441 81 38401 81 39361 77 40321 77 41281 51 41341 17 42241 51 42301 17 43201 51 43261 17 44161 43 44230 4 45121 43 45190 4 46081 39 47041 39 48001 39 48961 26 49921 26 50881 17 51841 17
TEST_0162_class_0,1 518400
TEST_0162_class_1,-1
TEST_0162_class_2,-1
TEST_0162_class_3,-1
TEST_0162_class_4,-1
TEST_0162_class_5,-1
TEST_0162_class_6,-1
TEST_0162_class_7,-1
TEST_0162_class_8,-1
TEST_0162_class_9,-1
TEST_0162_class_10,-1
TEST_0162_class_11,-1
TEST_0163_class_0,1 518400
TEST_0163_class_1,-1
TEST_0163_class_2,-1
TEST_0163_class_3,-1
TEST_0163_class_4,-1
TEST_0163_class_5,-1
TEST_0163_class_6,-1
TEST_0163_class_7,-1
TEST_0163_class_8,-1
TEST_0163_class_9,-1
TEST_0163_class_10,-1
TEST_0163_class_11,-1
TEST_0164_class_0,1 518400
TEST_0164_class_1,-1
TEST_0164_class_2,-1
TEST_0164_class_3,-1
TEST_0164_class_4,-1
TEST_0164_class_5,-1
TEST_0164_class_6,-1
TEST_0164_class_7,-1
TEST_0164_class_8,-1
TEST_0164_class_9,-1
TEST_0164_class_10,-1
TEST_0164_class_11,-1
TEST_0165_class_0,1 870 961 870 1921 870 2881 870 3841 870 4801 866 5761 866 6721 866 7681 866 8641 866 9601 861 10561 861 11521 870 12481 870 13441 874 14401 874 15361 874 16321 874 17281 874 18241 874 19201 874 20161 874 21121 883 22081 883 23041 495360
TEST_0165_class_1,-1
TEST_0165_class_2,-1
TEST_0165_class_3,-1
TEST_0165_class_4,-1
TEST_0165_class_5,-1
TEST_0165_class_6,-1
TEST_0165_class_7,-1
TEST_0165_class_8,-1
TEST_0165_class_9,-1
TEST_0165_class_10,-1
TEST_0165_class_11,871 90 1831 90 2791 90 3751 90 4711 90 5667 94 6627 94 7587 94 8547 94 9507 94 10462 99 11422 99 12391 90 13351 90 14315 86 15275 86 16235 86 17195 86 18155 86 19115 86 20075 86 21035 86 22004 77 22964 77
TEST_0166_class_0,237 724 1197 724 2152 729 3112 729 4072 729 5032 729 5992 729 6730 51 6927 13 6952 729 7690 51 7887 13 7912 729 8650 51 8847 13 8872 798 9807 823 10767 827 11722 832 12682 840 13642 840 14602 840 15562 845 16522 845 17482 858 18395 13 18438 862 19355 13 19398 862 20315 13 20358 498043
TEST_0166_class_1,-1
TEST_0166_class_2,-1
TEST_0166_class_3,-1
TEST_0166_class_4,-1
TEST_0166_class_5,-1
TEST_0166_class_6,-1
TEST_0166_class_7,-1
TEST_0166_class_8,-1
TEST_0166_class_9,-1
TEST_0166_class_10,-1
TEST_0166_class_11,1 236 961 236 1921 231 2881 231 3841 231 4801 231 5761 231 6721 9 6781 146 6940 12 7681 9 7741 146 7900 12 8641 9 8701 146 8860 12 9670 137 10630 137 11594 128 12554 128 13522 120 14482 120 15442 120 16407 115 17367 115 18340 55 18408 30 19300 55 19368 30 20260 55 20328 30
TEST_0167_class_0,940 17 1900 17 40317 4 41277 4 42237 4 43197 4 44157 4 45112 9 46072 9 47032 9 47992 9 48952 9 49904 17 50864 17 51811 30 52771 30 53007 25 53722 39 53967 25 54682 39 54927 25 55642 39 55870 47 56598 43 56830 47 57558 43 57742 103 58514 47 58702 103 59474 47 59662 103 60434 47 60614 116 61385 56 61574 116 62345 73 62422 82 62508 146 63297 81 63382 82 63468 146 64257 81 64342 82 64428 146 65217 321 66172 326 67132 330 68088 334 69048 339 70000 347 70960 347 71920 351 72875 356 73835 360 74791 364 75751 364 76711 369 77662 378 78622 378 79574 386 80534 390 81490 394 82450 394 83410 398 84365 403 85325 403 86281 407 87241 407 88201 407 89161 407 90121 411 91077 415 92037 415 92997 415 93957 415 94917 415 95877 415 96837 415 97792 420 98752 420 99712 420 100672 420 101632 420 102592 420 103552 420 104512 420 105472 420 106432 425 107388 429 108348 429 109308 429 110268 429 111228 429 112184 433 113144 437 114100 441 115060 441 116020 445 116975 450 117935 455 118707 38 118891 459 119667 38 119851 467 120575 99 120807 471 121535 99 121767 471 122495 99 122727 475 123442 120 123682 480 124402 120 124642 480 125328 172 125598 484 126288 172 126558 484 127248 172 127518 489 128114 13 128174 218 128474 493 129074 13 129134 218 129434 497 130012 313 130390 501 130972 313 131350 514 131920 347 132301 523 132880 347 133261 523 133840 347 134221 384180
TEST_0167_class_1,-1
TEST_0167_class_2,-1
TEST_0167_class_3,-1
TEST_0167_class_4,-1
TEST_0167_class_5,-1
TEST_0167_class_6,-1
TEST_0167_class_7,-1
TEST_0167_class_8,-1
TEST_0167_class_9,-1
TEST_0167_class_10,-1
TEST_0167_class_11,1 939 957 943 1917 38400 40321 956 41281 956 42241 956 43201 956 44161 951 45121 951 46081 951 47041 951 48001 951 48961 943 49921 943 50881 930 51841 930 52801 206 53032 690 53761 206 53992 690 54721 206 54952 690 55681 189 55917 681 56641 189 56877 681 57601 141 57845 669 58561 141 58805 669 59521 141 59765 669 60481 133 60730 655 61441 133 61690 655 62418 4 62504 4 62654 643 63378 4 63464 4 63614 643 64338 4 64424 4 64574 643 65538 634 66498 634 67462 626 68422 626 69387 613 70347 613 71307 613 72271 604 73231 604 74195 596 75155 596 76115 596 77080 582 78040 582 79000 574 79960 574 80924 566 81884 566 82844 566 83808 557 84768 557 85728 553 86688 553 87648 553 88608 553 89568 553 90532 545 91492 545 92452 545 93412 545 94372 545 95332 545 96292 545 97252 540 98212 540 99172 540 100132 540 101092 540 102052 540 103012 540 103972 540 104932 540 105892 540 106857 531 107817 531 108777 531 109737 531 110697 531 111657 527 112617 527 113581 519 114541 519 115501 519 116465 510 117425 510 118390 317 118745 146 119350 317 119705 146 120318 257 120674 133 121278 257 121634 133 122238 257 122594 133 123202 240 123562 120 124162 240 124522 120 125122 206 125500 98 126082 206 126460 98 127042 206 127420 98 128007 107 128127 47 128392 82 128967 107 129087 47 129352 82 129931 81 130325 65 130891 81 131285 65 131864 56 132267 34 132824 56 133227 34 133784 56 134187 34
TEST_0168_class_0,404 150 657 17 691 9 772 189 1364 150 1617 17 1651 9 1732 189 2328 146 2568 56 2650 231 3288 146 3528 56 3610 231 4248 146 4488 56 4570 231 5212 142 5444 64 5521 240 6172 142 6404 64 6481 240 7132 142 7360 321 8092 142 8320 321 9052 142 9280 321 10012 142 10235 326 10972 142 11195 326 11932 138 12155 326 12892 138 13115 326 13852 133 14080 321 14812 133 15040 321 15772 133 16000 321 16732 129 16964 317 17692 129 17924 317 18652 125 18888 313 19612 125 19848 313 20572 125 20808 313 21528 146 21734 347 22488 146 22694 347 23195 43 23444 180 23641 360 24155 43 24404 180 24601 360 25115 43 25364 180 25561 360 26067 60 26135 107 26311 570 27027 60 27095 107 27271 570 27982 819 28942 819 29898 823 30858 823 31818 823 32778 823 33738 823 34694 827 35654 827 36614 827 37574 827 38534 827 39490 831 40450 831 41410 831 42370 831 43330 831 44285 836 45245 836 46205 836 47165 836 48125 836 49081 840 50041 840 50997 844 51957 844 52912 849 53872 849 54832 849 55767 13 55788 853 56727 13 56748 853 57665 896 58625 896 59585 896 60528 913 61488 926 62440 934 63400 934 64360 454041
TEST_0168_class_1,-1
TEST_0168_class_2,-1
TEST_0168_class_3,-1
TEST_0168_class_4,-1
TEST_0168_class_5,-1
TEST_0168_class_6,-1
TEST_0168_class_7,742 30 1702 30
TEST_0168_class_8,-1
TEST_0168_class_9,-1
TEST_0168_class_10,-1
TEST_0168_class_11,1 403 554 103 674 17 700 42 961 403 1514 103 1634 17 1660 42 1921 407 2474 94 2624 26 2881 407 3434 94 3584 26 3841 407 4394 94 4544 26 4801 411 5354 90 5508 13 5761 411 6314 90 6468 13 6721 411 7274 86 7681 411 8234 86 8641 411 9194 86 9601 411 10154 81 10561 411 11114 81 11521 411 12070 85 12481 411 13030 85 13441 411 13985 95 14401 411 14945 95 15361 411 15905 95 16321 411 16861 103 17281 411 17821 103 18241 411 18777 111 19201 411 19737 111 20161 411 20697 111 21121 407 21674 60 22081 407 22634 60 23041 154 23238 206 23624 17 24001 154 24198 206 24584 17 24961 154 25158 206 25544 17 25921 146 26127 8 26242 69 26881 146 27087 8 27202 69 27841 141 28801 141 29761 137 30721 137 31681 137 32641 137 33601 137 34561 133 35521 133 36481 133 37441 133 38401 133 39361 129 40321 129 41281 129 42241 129 43201 129 44161 124 45121 124 46081 124 47041 124 48001 124 48961 120 49921 120 50881 116 51841 116 52801 111 53761 111 54721 111 55681 86 55780 8 56641 86 56740 8 57601 64 58561 64 59521 64 60481 47 61441 47 62414 26 63374 26 64334 26
TEST_0169_class_0,1 518400
TEST_0169_class_1,-1
TEST_0169_class_2,-1
TEST_0169_class_3,-1
TEST_0169_class_4,-1
TEST_0169_class_5,-1
TEST_0169_class_6,-1
TEST_0169_class_7,-1
TEST_0169_class_8,-1
TEST_0169_class_9,-1
TEST_0169_class_10,-1
TEST_0169_class_11,-1
TEST_0170_class_0,1 227 841 347 1801 347 2761 347 3721 347 4681 343 5641 343 6601 343 7565 339 8525 339 9485 335 10445 335 11405 335 12365 335 13325 335 14285 335 15245 335 16205 335 17165 335 18125 330 19085 330 20045 330 21005 335 21965 335 22925 339 23881 343 24841 343 25801 347 26761 347 27721 351 28681 351 29641 356 30601 356 31561 356 32521 360 33481 360 34441 364 35397 368 36357 368 37317 373 38272 378 39232 382 40192 382 41152 386 42108 390 43068 390 44028 394 44988 394 45948 394 46904 398 47864 398 48824 403 49780 407 50740 411 51700 411 52660 415 53615 420 54575 420 55535 425 56495 425 57455 433 58411 437 59371 437 60331 441 61287 445 62247 454 62774 184 63198 463 63734 184 64158 463 64694 184 65118 472 65632 219 66044 13 66065 485 66592 219 67004 13 67025 489 67518 266 67951 523 68478 266 68911 827 69854 844 70814 844 71774 870 72725 879 73685 905 74624 926 75584 926 76544 441857
TEST_0170_class_1,-1
TEST_0170_class_2,-1
TEST_0170_class_3,-1
TEST_0170_class_4,-1
TEST_0170_class_5,-1
TEST_0170_class_6,-1
TEST_0170_class_7,-1
TEST_0170_class_8,-1
TEST_0170_class_9,-1
TEST_0170_class_10,-1
TEST_0170_class_11,228 613 1188 613 2148 613 3108 613 4068 613 5024 617 5984 617 6944 621 7904 621 8864 621 9820 625 10780 625 11740 625 12700 625 13660 625 14620 625 15580 625 16540 625 17500 625 18455 630 19415 630 20375 630 21340 625 22300 625 23264 617 24224 617 25184 617 26148 613 27108 613 28072 609 29032 609 29997 604 30957 604 31917 604 32881 600 33841 600 34805 592 35765 592 36725 592 37690 582 38650 582 39614 578 40574 578 41538 570 42498 570 43458 570 44422 566 45382 566 46342 562 47302 562 48262 562 49227 553 50187 553 51151 549 52111 549 53075 540 54035 540 54995 540 55960 535 56920 535 57888 523 58848 523 59808 523 60772 515 61732 515 62701 73 62958 240 63661 73 63918 240 64621 73 64878 240 65590 42 65851 193 66057 8 66550 42 66811 193 67017 8 67514 4 67784 167 68474 4 68744 167 69738 116 70698 116 71658 116 72644 81 73604 81 74590 34 75550 34 76510 34
TEST_0171_class_0,117 441 670 291 1077 441 1630 291 2024 458 2585 296 2984 458 3545 296 3944 458 4505 296 4900 467 5465 296 5860 467 6425 296 6815 476 7381 300 7775 476 8341 300 8735 476 9301 300 9687 484 10227 4 10257 304 10647 484 11187 4 11217 304 11594 501 12134 347 12554 501 13094 347 13497 531 14037 364 14457 531 14997 364 15417 531 15957 364 16364 917 17324 917 18271 930 19231 930 20191 930 21138 943 22098 496303
TEST_0171_class_1,-1
TEST_0171_class_2,-1
TEST_0171_class_3,-1
TEST_0171_class_4,-1
TEST_0171_class_5,-1
TEST_0171_class_6,-1
TEST_0171_class_7,1 116 961 116 1921 103 2881 103 3841 103 4801 99 5761 99 6721 94 7681 94 8641 94 9601 86 10561 86 11521 73 12481 73 13441 56 14401 56 15361 56 16321 43 17281 43 18241 30 19201 30 20161 30 21121 17 22081 17
TEST_0171_class_8,-1
TEST_0171_class_9,-1
TEST_0171_class_10,-1
TEST_0171_class_11,558 112 1518 112 2482 103 3442 103 4402 103 5367 98 6327 98 7291 90 8251 90 9211 90 10171 56 10231 26 11131 56 11191 26 12095 39 13055 39 14028 9 14988 9 15948 9
TEST_0172_class_0,40 205 1000 205 1947 218 2907 218 3867 218 4801 244 5761 244 6721 244 7681 244 8641 244 9601 244 10561 244 11521 240 12481 240 13441 240 14401 240 15361 240 16321 240 17281 240 18241 240 19201 240 20161 240 21121 236 22081 236 23041 236 24001 236 24961 236 25921 236 26881 236 27841 236 28801 236 29761 240 30721 240 31681 240 32641 240 33601 240 34561 244 35521 244 36481 244 37441 249 38401 249 39361 249 40321 249 41281 253 42241 253 43201 253 44161 257 45121 257 46081 261 47041 261 48001 261 48961 266 49921 266 50881 270 51841 270 52801 274 53761 274 54721 274 55681 279 56641 279 57601 279 58561 279 59521 279 60481 279 61441 279 62401 279 63361 279 64321 279 65281 279 66241 279 67201 283 68161 283 69121 283 70081 283 71041 283 72001 283 72961 283 73921 287 74881 287 75841 287 76801 287 77761 287 78721 287 79681 287 80641 291 81601 291 82561 291 83521 291 84481 291 85441 291 86401 291 87361 291 88321 296 89281 296 90241 300 91201 300 92161 300 93121 300 94081 300 95041 304 96001 304 96961 304 97921 304 98881 304 99841 304 100801 304 101761 304 102721 304 103681 304 104641 304 105601 304 106561 309 107521 309 108481 313 109441 313 110401 313 111361 326 112321 326 113281 330 114241 330 115201 330 116161 334 117121 334 118081 339 119041 339 120001 343 120961 343 121921 343 122881 343 123841 343 124801 334 125761 334 126721 334 127681 321 128641 321 129601 313 130561 313 131521 313 132087 34 132481 313 133047 34 133441 313 134007 34 134401 317 134954 60 135065 17 135361 317 135914 60 136025 17 136321 326 136685 22 136857 85 136977 34 137281 326 137645 22 137817 85 137937 34 138241 326 138605 22 138777 85 138897 34 139201 399 139728 116 139848 56 140161 399 140688 116 140808 56 141121 407 141635 206 142081 407 142595 206 143041 416 143491 4 143521 274 144001 416 144451 4 144481 274 144961 416 145411 4 145441 274 145921 819 146881 819 147841 836 148720 30 148780 857 149680 30 149740 857 150640 30 150700 870 151595 47 151647 883 152555 47 152607 365794
TEST_0172_class_1,-1
TEST_0172_class_2,-1
TEST_0172_class_3,-1
TEST_0172_class_4,-1
TEST_0172_class_5,-1
TEST_0172_class_6,-1
TEST_0172_class_7,1 39 961 39 1921 26 2881 26 3841 26
TEST_0172_class_8,-1
TEST_0172_class_9,-1
TEST_0172_class_10,-1
TEST_0172_class_11,245 716 1205 716 2165 716 3125 716 4085 716 5045 716 6005 716 6965 716 7925 716 8885 716 9845 716 10805 716 11761 720 12721 720 13681 720 14641 720 15601 720 16561 720 17521 720 18481 720 19441 720 20401 720 21357 724 22317 724 23277 724 24237 724 25197 724 26157 724 27117 724 28077 724 29037 724 30001 720 30961 720 31921 720 32881 720 33841 720 34805 716 35765 716 36725 716 37690 711 38650 711 39610 711 40570 711 41534 707 42494 707 43454 707 44418 703 45378 703 46342 699 47302 699 48262 699 49227 694 50187 694 51151 690 52111 690 53075 686 54035 686 54995 686 55960 681 56920 681 57880 681 58840 681 59800 681 60760 681 61720 681 62680 681 63640 681 64600 681 65560 681 66520 681 67484 677 68444 677 69404 677 70364 677 71324 677 72284 677 73244 677 74208 673 75168 673 76128 673 77088 673 78048 673 79008 673 79968 673 80932 669 81892 669 82852 669 83812 669 84772 669 85732 669 86692 669 87652 669 88617 664 89577 664 90541 660 91501 660 92461 660 93421 660 94381 660 95345 656 96305 656 97265 656 98225 656 99185 656 100145 656 101105 656 102065 656 103025 656 103985 656 104945 656 105905 656 106870 651 107830 651 108794 647 109754 647 110714 647 111687 634 112647 634 113611 630 114571 630 115531 630 116495 626 117455 626 118420 621 119380 621 120344 617 121304 617 122264 617 123224 617 124184 617 125135 626 126095 626 127055 626 128002 639 128962 639 129914 647 130874 647 131834 253 132121 360 132794 253 133081 360 133754 253 134041 360 134718 236 135014 51 135082 279 135678 236 135974 51 136042 279 136647 38 136707 150 136942 35 137011 270 137607 38 137667 150 137902 35 137971 270 138567 38 138627 150 138862 35 138931 270 139600 128 139844 4 139904 257 140560 128 140804 4 140864 257 141528 107 141841 240 142488 107 142801 240 143457 34 143495 26 143795 206 144417 34 144455 26 144755 206 145377 34 145415 26 145715 206 146740 141 147700 141 148677 43 148750 30 149637 43 149710 30 150597 43 150670 30 151570 25 151642 5 152530 25 152602 5
TEST_0173_class_0,935 26 1895 26 2851 30 3811 30 4771 30 5731 30 6691 30 7647 34 8607 34 9567 34 10522 39 11482 39 12442 39 13402 39 14362 39 15322 39 16282 39 17242 39 18202 39 19158 43 20118 43 21078 43 22034 47 22994 47 23932 69 24892 69 25852 69 26808 73 27768 73 28724 77 29684 77 30640 81 31600 81 32560 81 33520 81 34480 81 35435 86 36395 86 37355 86 38315 86 39275 86 40235 86 41195 86 42155 86 43115 86 44075 86 45035 86 45995 86 46955 86 47915 86 48875 86 49840 81 50800 81 51760 81 52720 81 53680 81 54640 81 55600 81 56560 81 57520 81 58475 86 59435 86 60395 86 61347 94 62307 94 63262 99 64222 99 65182 99 66134 107 67094 107 68045 116 69005 116 69957 124 70917 124 71877 124 72828 133 73788 133 74744 137 75704 137 76664 137 77615 146 78575 146 78738 4 79531 150 79698 4 80491 150 80645 43 81447 154 81605 43 82407 154 82565 43 83367 227 84318 236 85278 249 86238 249 87198 249 88158 257 89114 261 90074 270 91034 270 91994 274 92950 278 93910 278 94870 287 95830 287 96790 291 97707 17 97745 296 98667 17 98705 296 99627 17 99665 300 100582 343 101542 343 102494 351 103454 356 104148 4 104410 360 105108 4 105370 360 106068 4 106330 360 106998 86 107290 360 107958 86 108250 364 108892 210 109210 364 109852 210 110170 364 110812 210 111130 364 111742 249 112090 364 112702 249 113050 368 113654 266 113937 17 114005 373 114614 266 114897 17 114965 373 115574 266 115857 17 115925 377 116504 343 116885 377 117464 343 117845 395 118411 369 118801 399 119371 369 119761 403 120322 386 120717 407 121282 386 121677 407 122242 386 122637 411 123091 64 123168 840 124051 64 124128 849 124998 939 125958 939 126918 391483
TEST_0173_class_1,-1
TEST_0173_class_2,-1
TEST_0173_class_3,-1
TEST_0173_class_4,-1
TEST_0173_class_5,-1
TEST_0173_class_6,-1
TEST_0173_class_7,-1
TEST_0173_class_8,832 103 1792 103 2770 81 3730 81 4690 81 5662 69 6622 69 7587 60 8547 60 9507 60 10471 51 11431 51 12400 42 13360 42 14328 34 15288 34 16248 34 17212 30 18172 30 19137 21 20097 21 21057 21 22021 13 22981 13 76801 4 77761 4 78721 4 79681 4 80641 4 81601 4 82561 4
TEST_0173_class_9,-1
TEST_0173_class_10,-1
TEST_0173_class_11,1 831 961 831 1921 849 2881 849 3841 849 4801 861 5761 861 6721 866 7681 866 8641 866 9601 870 10561 870 11521 879 12481 879 13441 887 14401 887 15361 887 16321 891 17281 891 18241 896 19201 896 20161 896 21121 900 22081 900 23041 891 24001 891 24961 891 25921 887 26881 887 27841 883 28801 883 29761 879 30721 879 31681 879 32641 879 33601 879 34561 874 35521 874 36481 874 37441 874 38401 874 39361 874 40321 874 41281 874 42241 874 43201 874 44161 874 45121 874 46081 874 47041 874 48001 874 48961 879 49921 879 50881 879 51841 879 52801 879 53761 879 54721 879 55681 879 56641 879 57601 874 58561 874 59521 874 60481 866 61441 866 62401 861 63361 861 64321 861 65281 853 66241 853 67201 844 68161 844 69121 836 70081 836 71041 836 72001 827 72961 827 73921 823 74881 823 75841 823 76805 810 77765 810 78725 13 78742 789 79685 13 79702 789 80688 759 81648 759 82608 759 83594 724 84554 724 85527 711 86487 711 87447 711 88415 699 89375 699 90344 690 91304 690 92268 682 93228 682 94188 682 95157 673 96117 673 97081 626 97724 21 98041 626 98684 21 99001 626 99644 21 99965 617 100925 617 101885 609 102845 609 103810 338 104152 258 104770 338 105112 258 105730 338 106072 258 106690 308 107084 206 107650 308 108044 206 108614 278 109102 108 109574 278 110062 108 110534 278 111022 108 111494 248 111991 99 112454 248 112951 99 113418 236 113920 17 113954 51 114378 236 114880 17 114914 51 115338 236 115840 17 115874 51 116302 202 116847 38 117262 202 117807 38 118240 171 118780 21 119200 171 119740 21 120164 158 120708 9 121124 158 121668 9 122084 158 122628 9 123048 43 123155 13 124008 43 124115 13 124977 21 125937 21 126897 21
TEST_0174_class_0,1 30 490 68 961 30 1450 68 1921 26 2405 73 2881 26 3365 73 3841 26 4325 73 4801 26 5272 90 5761 26 6232 90 6721 26 7188 94 7681 26 8148 94 8641 26 9108 94 9601 21 10064 98 10561 21 11024 98 11521 21 11975 107 12481 21 12935 107 13441 21 13887 115 14401 21 14847 115 15361 21 15807 115 16321 17 16737 13 16762 116 17281 17 17697 13 17722 116 18241 13 18652 146 19201 13 19612 146 20161 13 20572 146 21121 13 21524 150 21704 51 22081 13 22484 150 22664 51 23041 13 23435 159 23620 72 24001 13 24395 159 24580 72 24961 13 25355 159 25540 72 25921 13 26311 163 26500 81 26881 13 27271 163 27460 81 27841 17 27875 5 28231 159 28420 107 28801 17 28835 5 29191 159 29380 107 29761 17 29787 21 30147 167 30327 128 30721 17 30747 21 31107 167 31287 128 31681 17 31707 21 32067 167 32247 128 32641 56 33014 398 33438 4 33601 56 33974 398 34398 4 34561 60 34831 17 34925 459 35521 60 35791 17 35885 459 36481 60 36751 17 36845 459 37441 64 37698 39 37745 39 37792 485 38401 64 38658 39 38705 39 38752 485 39361 73 39464 21 39592 622 40321 73 40424 21 40552 622 41281 133 41487 728 42241 133 42447 728 43201 133 43407 728 44161 137 44358 900 45318 473083
TEST_0174_class_1,-1
TEST_0174_class_2,-1
TEST_0174_class_3,-1
TEST_0174_class_4,-1
TEST_0174_class_5,-1
TEST_0174_class_6,-1
